Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1904;2005;Very_Good;PConc;1058;BrkFace;10927;2;275000
1914;2004;Very_Good;PConc;1420;BrkFace;13215;3;279000
1364;2005;Good;PConc;1364;Stone;7052;2;185850
1565;2005;Excellent;PConc;1560;BrkFace;5911;2;282500
1368;2005;Good;PConc;1368;Stone;6955;2;202500
1368;2005;Good;PConc;1368;Stone;6792;2;202665
1686;2006;Excellent;PConc;1686;BrkFace;7740;3;332200
1666;2006;Excellent;PConc;1666;BrkFace;6373;2;310090
1405;2003;Good;PConc;1405;Stone;3136;2;171750
1316;2005;Above_Average;PConc;1316;None;10237;2;169990
1456;2005;Above_Average;PConc;728;None;10237;2;170440
1492;2006;Good;PConc;738;None;10237;2;169985
1496;2006;Good;PConc;654;None;17104;2;179665
1863;2006;Good;PConc;879;None;14054;3;219210
1326;2006;Above_Average;PConc;1326;None;11660;2;174190
1456;2006;Above_Average;PConc;728;None;15578;2;172785
2373;2004;Very_Good;PConc;1052;BrkFace;11631;3;258000
1492;2006;Good;PConc;738;None;9073;2;185101
1364;2006;Good;PConc;1220;BrkFace;3087;2;210250
1557;2003;Good;PConc;1374;BrkFace;3196;2;234000
1456;2003;Very_Good;PConc;1273;BrkFace;3196;2;215000
1511;2002;Good;PConc;1368;BrkFace;2938;2;246990
1414;2004;Good;PConc;1375;BrkFace;3072;2;178740
1548;2004;Good;PConc;1365;BrkFace;3072;2;225000
1248;2005;Good;PConc;1248;BrkFace;3010;2;167240
1142;2005;Good;PConc;1142;BrkFace;3010;2;156820
1506;2005;Good;PConc;1362;BrkFace;3013;2;213490
1567;2006;Very_Good;PConc;1520;None;3982;3;264561
1500;2006;Good;PConc;1356;BrkFace;4045;3;246578
1838;2005;Average;PConc;732;None;21930;2;192140
1509;2002;Above_Average;PConc;783;None;7861;2;183200
1414;2004;Very_Good;PConc;707;None;9056;2;178000
1598;2004;Good;PConc;848;None;9171;2;201490
1936;2000;Very_Good;PConc;1406;BrkFace;11194;2;230500
1509;2003;Good;PConc;783;None;7875;2;180000
1664;2000;Above_Average;PConc;953;None;8121;2;172400
1889;2000;Above_Average;PConc;982;None;8658;2;215000
1886;1998;Good;PConc;930;None;11214;2;199900
1671;2000;Above_Average;PConc;959;None;10852;2;173000
2322;2006;Good;PConc;1035;None;12104;3;287602
2291;1999;Good;PConc;975;BrkFace;8738;2;230000
2392;1997;Very_Good;PConc;1396;BrkFace;9452;3;348000
1976;1998;Very_Good;PConc;1044;BrkFace;9660;3;286000
2234;2000;Very_Good;PConc;1160;BrkFace;9545;3;300000
3627;1995;Very_Excellent;PConc;1930;BrkFace;35760;3;625000
2855;2000;Excellent;PConc;1540;BrkFace;9233;3;405000
1924;1998;Very_Good;PConc;1086;BrkFace;12011;2;280000
2263;1998;Very_Good;PConc;1141;BrkFace;12090;2;258000
2726;1995;Very_Good;PConc;1342;BrkFace;10019;3;350000
3500;1993;Excellent;PConc;1733;BrkFace;17242;3;584500
2494;1994;Very_Good;PConc;1290;BrkFace;10236;3;321000
2526;1994;Very_Good;PConc;1165;BrkFace;10120;3;290000
2799;1993;Very_Good;PConc;1286;BrkFace;12585;3;315000
1964;2005;Very_Good;PConc;1100;Stone;12447;2;252000
1670;2006;Very_Good;PConc;1670;None;15218;3;336820
2097;2005;Very_Good;PConc;2077;None;20896;3;423000
1660;2006;Very_Good;PConc;1660;Stone;10182;2;290000
1616;2005;Good;PConc;1616;BrkFace;8688;3;232000
1504;2006;Very_Good;PConc;1504;BrkFace;10936;2;199000
1278;2006;Very_Good;PConc;1278;None;8640;2;198600
2640;2006;Excellent;PConc;2036;None;13162;3;405749
1489;2006;Very_Good;PConc;1489;None;11216;2;232600
1939;2006;Very_Good;PConc;1095;None;10728;3;266000
1553;2005;Good;PConc;756;None;8125;2;186500
1716;2005;Above_Average;PConc;858;None;8125;2;200825
1576;2006;Good;PConc;770;None;8125;2;197000
1262;2006;Above_Average;PConc;1262;Stone;7200;2;185000
1266;2005;Good;PConc;1257;None;7500;2;176000
1301;2006;Good;PConc;1293;None;7200;2;187750
1142;2005;Above_Average;PConc;1142;None;7733;0;139500
1400;2005;Good;PConc;1400;BrkFace;11024;2;186800
1131;2005;Above_Average;PConc;1131;None;13072;0;132000
1141;2005;Above_Average;PConc;1141;None;13072;2;142500
1158;2004;Above_Average;PConc;1158;None;13072;2;158000
1686;2005;Good;PConc;891;BrkFace;7800;2;184000
1585;2005;Good;PConc;784;BrkFace;7632;2;184900
1837;1997;Above_Average;PConc;941;None;8304;2;187000
1603;1992;Above_Average;PConc;761;None;7153;2;175900
1731;1992;Above_Average;PConc;836;None;9370;2;248500
1398;1990;Above_Average;PConc;1398;None;7175;2;172000
1217;1991;Above_Average;PConc;1217;None;7175;2;151000
1320;1994;Above_Average;PConc;636;None;9019;2;150000
1056;1966;Below_Average;CBlock;1056;None;8900;1;107000
965;1965;Average;CBlock;828;None;7800;1;119900
988;1962;Average;CBlock;988;BrkFace;9100;2;129500
1728;1963;Average;CBlock;1728;BrkFace;9100;2;125000
1654;1977;Above_Average;CBlock;0;None;8927;2;119500
1211;1962;Average;CBlock;864;None;9240;2;144000
1212;1977;Above_Average;CBlock;506;BrkFace;8471;2;151000
984;1965;Average;CBlock;984;None;9308;1;126000
909;1968;Average;CBlock;882;BrkFace;8450;1;116000
925;1963;Average;PConc;925;None;8638;2;133500
1024;1965;Average;CBlock;1024;None;13052;1;120875
935;1965;Average;CBlock;935;BrkFace;13526;1;137000
912;1964;Average;CBlock;912;None;8020;0;124000
1236;1961;Average;CBlock;912;None;6993;1;135000
941;1967;Average;CBlock;912;None;8789;1;129200
2646;1974;Good;CBlock;1748;BrkFace;14330;2;260000
2417;1991;Very_Good;CBlock;1288;BrkFace;16059;2;260000
2826;1992;Very_Good;PConc;1334;BrkFace;11025;3;334000
2520;1993;Very_Good;PConc;1338;None;14541;3;310000
2295;1992;Good;PConc;1095;None;13346;2;268000
1624;1994;Very_Good;PConc;1624;None;12461;3;262000
1143;2004;Good;PConc;1143;None;3628;2;176400
1247;2005;Very_Good;PConc;1247;None;3316;2;197000
1200;2005;Good;PConc;600;None;3180;2;151000
1223;2005;Good;PConc;600;None;2544;2;147400
1223;2005;Good;PConc;600;None;2544;2;149900
1200;2005;Good;PConc;600;None;3180;2;144152
1524;2000;Above_Average;PConc;756;BrkFace;2998;2;166000
1452;1999;Good;PConc;691;BrkFace;3735;2;183900
1382;2000;Good;PConc;673;None;2651;2;165000
1080;2003;Good;PConc;530;None;4447;2;139000
1694;1997;Good;PConc;569;None;8314;1;200000
1568;2001;Very_Good;PConc;1568;None;7180;2;221000
1494;1995;Very_Good;PConc;1494;None;9549;2;270000
1208;1977;Above_Average;CBlock;1208;None;11250;2;165000
1235;1980;Very_Good;CBlock;1235;None;3760;2;214000
1036;1980;Very_Good;CBlock;1036;None;3640;2;188000
1226;1980;Very_Good;CBlock;1226;None;3874;2;190000
1226;1978;Very_Good;CBlock;1226;None;3876;2;170000
1842;1981;Excellent;CBlock;1842;None;50271;3;385000
1193;1972;Average;CBlock;1153;BrkFace;13110;2;146500
1920;1968;Good;CBlock;570;BrkFace;10192;2;170000
2156;1968;Good;CBlock;1568;None;20781;2;262500
1416;1968;Above_Average;CBlock;708;BrkFace;11700;2;179900
2654;1968;Above_Average;CBlock;1054;BrkFace;11029;2;250000
1790;1972;Above_Average;CBlock;732;None;10400;2;165150
1334;1967;Good;CBlock;1334;BrkFace;10140;2;164500
1164;1969;Good;CBlock;1164;BrkFace;9600;2;140000
980;1967;Average;PConc;980;None;9750;1;135500
1051;1968;Average;CBlock;1051;None;9600;2;142000
1770;1968;Average;CBlock;900;BrkFace;8640;2;155000
976;1968;Above_Average;CBlock;976;BrkFace;9360;2;157500
1052;1968;Average;CBlock;1052;BrkFace;8400;1;138500
898;1968;Average;CBlock;833;None;8400;1;140000
1051;1966;Average;CBlock;1051;None;9759;1;124400
1141;1967;Average;PConc;1141;BrkFace;9600;1;158000
1200;1965;Average;CBlock;864;BrkFace;9230;2;146000
1993;1971;Above_Average;CBlock;825;BrkFace;14803;2;190000
1050;1961;Average;CBlock;1050;None;10659;1;136500
864;1958;Average;CBlock;864;None;9100;2;129900
1712;1959;Average;CBlock;1626;BrkFace;8393;2;145000
1565;1965;Above_Average;PConc;1187;None;8800;1;185900
1251;1964;Above_Average;CBlock;1251;BrkFace;8800;1;160000
1488;1964;Above_Average;CBlock;1008;BrkFace;10368;2;167000
1440;1964;Average;CBlock;720;None;9350;2;157500
1095;1958;Above_Average;CBlock;588;BrkFace;10382;1;140000
1053;1958;Average;CBlock;1008;BrkFace;8973;2;150000
1248;1960;Average;CBlock;1248;BrkFace;10800;1;151500
816;1934;Above_Average;CBlock;816;None;8550;1;129800
1008;1954;Average;CBlock;1008;None;11425;1;137000
1043;1947;Average;CBlock;938;None;9724;1;137000
1230;1946;Below_Average;CBlock;747;None;4712;1;121600
869;1923;Below_Average;PConc;440;None;5900;0;85500
747;1926;Below_Average;PConc;600;BrkFace;5825;2;79900
1252;1908;Average;PConc;504;None;7438;2;127000
1433;1961;Average;CBlock;1251;None;9600;2;161000
1624;1952;Average;CBlock;1444;Stone;10858;1;146500
1216;1951;Average;CBlock;1056;Stone;9600;1;135000
2136;1951;Average;CBlock;2136;BrkFace;10680;2;137900
1578;1941;Above_Average;CBlock;806;None;9490;1;133000
1728;1949;Average;CBlock;704;None;9462;1;137000
936;1954;Average;CBlock;936;None;9888;1;121000
1584;1967;Average;CBlock;1584;None;8917;2;119000
1246;1964;Above_Average;CBlock;1246;None;12700;2;172000
1235;1961;Average;CBlock;1235;BrkCmn;8500;2;98600
2157;1966;Good;CBlock;924;BrkFace;14200;2;226000
1128;1954;Average;CBlock;936;None;9000;1;118000
3112;1918;Very_Good;PConc;1360;None;25419;2;235000
1008;1963;Above_Average;CBlock;1008;BrkFace;9723;2;135000
1190;1962;Average;CBlock;1106;BrkFace;7728;2;132500
1144;1959;Average;CBlock;1144;BrkFace;8163;1;143000
1364;1957;Average;CBlock;1179;None;8400;1;132000
1383;1960;Above_Average;CBlock;1383;BrkFace;11600;1;145250
1336;1958;Above_Average;CBlock;1121;BrkFace;9610;2;162000
1370;1956;Average;CBlock;1058;BrkFace;10000;1;148000
1092;1957;Average;CBlock;1092;None;14850;1;141000
1124;1956;Above_Average;CBlock;1124;None;10152;1;153000
1236;1957;Average;CBlock;1070;BrkFace;10011;1;134450
943;1979;Average;CBlock;943;None;7032;2;135960
1050;1954;Above_Average;CBlock;1050;BrkFace;8092;1;156000
1375;1954;Above_Average;CBlock;1367;None;11310;2;140000
1008;1952;Average;CBlock;1008;None;12778;1;139500
1575;1951;Above_Average;CBlock;216;BrkFace;10170;2;155000
1145;1956;Average;CBlock;301;None;7700;2;127000
1005;1956;Average;CBlock;1005;None;11050;1;133500
1056;1955;Average;CBlock;1056;None;13600;1;125000
884;1951;Average;CBlock;884;None;15428;1;142000
2039;1941;Good;CBlock;929;None;21299;3;167000
1384;1956;Average;CBlock;1015;None;13300;2;159000
2640;1925;Average;CBlock;2171;None;22136;3;180000
1312;1947;Above_Average;CBlock;784;None;7500;2;127000
1310;1924;Above_Average;BrkTil;617;None;7000;1;112000
713;1930;Fair;PConc;713;None;10410;1;99800
833;1954;Average;CBlock;833;None;5400;1;117000
1073;1921;Average;BrkTil;1073;None;5400;1;108480
715;1929;Fair;CBlock;715;None;10914;2;68000
720;1900;Below_Average;BrkTil;448;None;7008;1;86900
1130;1920;Average;BrkTil;1120;None;10800;2;120000
1595;1915;Above_Average;CBlock;663;None;7200;2;155500
1760;1910;Below_Average;BrkTil;1077;None;10818;2;80000
1214;1915;Fair;PConc;672;None;10410;3;105000
2414;1900;Average;CBlock;954;None;10800;2;160000
1466;1936;Average;CBlock;796;None;10800;2;170000
1324;1965;Above_Average;CBlock;1088;BrkFace;8658;2;160000
1086;1966;Average;CBlock;1024;BrkFace;13400;2;159950
1146;1963;Above_Average;CBlock;1083;BrkFace;10184;1;165000
1734;1962;Above_Average;CBlock;912;None;9786;2;159000
1207;1962;Above_Average;CBlock;1135;BrkCmn;9510;1;147000
912;1964;Average;CBlock;912;None;7800;1;115000
1194;1959;Above_Average;CBlock;655;None;8910;2;159500
864;1959;Above_Average;CBlock;864;BrkFace;7332;1;120000
816;1957;Average;CBlock;816;None;7100;1;129900
1773;1961;Above_Average;CBlock;1313;BrkFace;10800;2;183000
1472;1959;Good;Slab;0;BrkCmn;11650;2;157500
2448;1962;Good;CBlock;1438;None;18275;2;277500
1600;1957;Average;CBlock;1484;None;16321;1;207500
1521;1950;Below_Average;CBlock;910;None;12144;1;147500
1192;1949;Below_Average;CBlock;720;None;10800;0;135000
1040;1950;Average;CBlock;0;None;7200;2;109500
1040;1950;Below_Average;Slab;0;None;7200;2;109900
1040;1959;Average;CBlock;1040;None;7560;1;133700
1040;1950;Fair;Slab;0;None;8544;2;81400
1040;1949;Fair;Slab;0;BrkFace;8544;2;87500
1040;1950;Fair;CBlock;0;None;8544;2;93500
1556;1960;Average;CBlock;1556;None;8512;0;119000
1150;1959;Average;CBlock;1150;None;7945;1;141000
1150;1961;Average;CBlock;1150;None;7000;1;146000
1348;1966;Above_Average;CBlock;660;BrkFace;7590;2;155000
999;1962;Average;CBlock;925;None;10205;1;134500
1045;1962;Good;CBlock;1045;None;7400;2;120000
864;1962;Average;CBlock;864;None;7000;1;105000
1025;1962;Average;CBlock;1025;None;7000;0;124000
2014;1900;Average;PConc;716;None;9856;2;169000
1328;1925;Below_Average;CBlock;686;None;9906;1;107000
1668;1948;Average;CBlock;1212;Stone;9600;1;135000
1657;1920;Below_Average;PConc;1147;None;5520;1;111500
1416;1900;Above_Average;BrkTil;780;None;9600;2;156500
1641;1925;Good;BrkTil;728;None;9600;2;178000
1428;1900;Good;Stone;712;None;6451;2;139900
1004;1930;Good;BrkTil;502;None;3960;1;105000
813;1930;Above_Average;BrkTil;813;None;5684;1;110000
1951;1900;Below_Average;PConc;938;None;7745;2;111500
1032;1924;Above_Average;BrkTil;1032;None;7741;1;108000
844;1925;Average;BrkTil;844;None;5633;1;111500
1750;1880;Average;BrkTil;636;None;9000;1;124000
864;1950;Below_Average;CBlock;576;None;7200;1;105000
1118;1920;Above_Average;BrkTil;648;None;4400;2;116000
1376;1905;Fair;BrkTil;738;None;7614;1;96900
960;1955;Average;CBlock;960;None;6000;2;135500
1566;1924;Average;PConc;816;BrkFace;6000;2;139000
492;1921;Fair;BrkTil;492;None;7830;1;61500
1182;1945;Above_Average;CBlock;770;None;9576;1;120000
1163;1955;Fair;CBlock;1162;None;5820;1;126175
840;1920;Fair;PConc;798;None;5747;1;64000
1928;1910;Above_Average;Stone;1020;None;9142;1;137000
1774;1900;Below_Average;BrkTil;1095;None;9600;3;87000
1768;1914;Good;BrkTil;880;None;10800;2;163000
2104;1910;Good;BrkTil;1226;None;6300;2;155000
1440;1900;Average;BrkTil;540;None;5000;1;79000
1690;1916;Good;BrkTil;815;None;8850;1;144000
1368;1910;Above_Average;CBlock;684;None;3600;1;114504
1762;1920;Good;BrkTil;596;None;7200;2;157000
1200;1923;Above_Average;BrkTil;1200;None;11340;1;125000
3608;1892;Very_Excellent;BrkTil;1107;None;22950;3;475000
1248;1920;Average;PConc;624;None;5976;0;93500
960;1958;Average;CBlock;960;None;9750;2;125000
1020;1918;Fair;BrkTil;1020;None;4761;0;64500
788;1941;Below_Average;CBlock;788;None;7446;0;100000
1577;1939;Above_Average;BrkTil;972;None;6435;1;140200
1827;1924;Above_Average;BrkTil;848;None;11737;1;202500
1664;1947;Above_Average;CBlock;1004;None;5000;2;159000
1118;1939;Average;CBlock;793;None;7800;2;119900
1176;1934;Above_Average;PConc;816;None;6240;2;114500
1344;1936;Average;BrkTil;896;None;6240;1;115000
1162;1930;Fair;CBlock;728;None;6120;1;75000
1015;1925;Average;BrkTil;768;None;6120;1;88000
912;1947;Below_Average;Slab;0;None;6240;0;80500
1576;1928;Average;BrkTil;1042;None;6240;1;149000
1324;1930;Average;BrkTil;741;None;6120;1;110000
1103;1925;Above_Average;BrkTil;1103;None;6000;2;110500
616;1921;Average;CBlock;616;None;6000;1;89000
1048;1922;Average;BrkTil;993;None;6380;1;113000
816;1925;Average;BrkTil;816;None;11672;1;109000
2486;1962;Above_Average;CBlock;1595;None;33120;2;220000
960;1970;Below_Average;CBlock;960;BrkFace;9873;2;129000
1635;1910;Above_Average;CBlock;485;None;5310;1;117000
693;1941;Below_Average;CBlock;693;None;4118;0;52500
1430;1924;Below_Average;BrkTil;596;None;10320;2;107000
1330;1910;Average;BrkTil;396;None;7518;1;116500
819;1919;Average;BrkTil;610;None;9000;0;72000
1376;1937;Above_Average;BrkTil;780;None;8600;1;119500
1360;1938;Average;CBlock;803;None;7200;1;125500
1077;1922;Fair;BrkTil;1007;None;9786;1;91000
754;1935;Above_Average;CBlock;520;None;6780;0;84500
984;1930;Above_Average;BrkTil;984;None;7200;1;90000
1422;1951;Average;CBlock;806;Stone;12375;1;137500
1921;1964;Above_Average;CBlock;1921;None;11136;2;150000
1640;1950;Average;Slab;0;None;21370;2;131000
1352;1958;Average;CBlock;1062;BrkFace;6930;1;130000
1032;1935;Average;Slab;0;None;8250;1;125000
879;1936;Average;BrkTil;830;None;5220;1;80000
1073;2004;Good;PConc;1073;None;5500;1;157000
1382;1963;Below_Average;CBlock;1051;BrkFace;11235;2;148000
1296;1967;Below_Average;Slab;0;None;10791;2;90000
1068;1963;Above_Average;CBlock;1059;None;8414;1;154500
1064;1967;Average;CBlock;1064;BrkFace;11327;2;153600
1320;1966;Average;CBlock;1164;BrkFace;11777;2;164500
934;1964;Above_Average;CBlock;912;None;10366;1;132000
1059;1966;Average;CBlock;1059;None;9000;1;142500
1159;1968;Average;CBlock;1051;BrkFace;11553;1;158000
1400;1978;Above_Average;CBlock;672;BrkFace;7844;2;149500
1458;1967;Average;CBlock;1176;BrkFace;9535;2;165000
1721;1968;Average;CBlock;1461;None;10335;2;180000
1040;1978;Above_Average;CBlock;960;BrkFace;7176;2;160500
1967;1977;Average;CBlock;1967;None;9662;2;156500
1949;1977;Average;CBlock;1949;BrkFace;8235;2;157000
1920;1958;Average;CBlock;1052;None;13650;2;172500
1803;1957;Average;CBlock;1134;BrkCmn;13125;2;155000
1779;1955;Average;CBlock;1763;None;17920;2;170000
872;1924;Average;BrkTil;872;Stone;17529;1;105000
960;1965;Below_Average;CBlock;648;None;10246;1;145000
1437;1956;Average;CBlock;1188;None;14175;2;168000
1830;1967;Good;CBlock;1865;BrkFace;20355;2;278000
1000;1963;Average;CBlock;1000;None;13050;2;164000
2287;1953;Good;CBlock;1304;None;15593;2;225000
810;1971;Average;PConc;782;BrkFace;10820;2;130000
894;1974;Average;CBlock;864;None;13350;2;142500
1700;1980;Good;PConc;430;None;1700;1;148400
1453;1986;Good;PConc;1453;None;5271;2;190000
1350;1954;Below_Average;CBlock;967;None;9375;2;146000
1150;1942;Average;BrkTil;799;None;6488;1;128000
2008;1948;Average;CBlock;896;None;7800;1;225000
2201;1966;Above_Average;CBlock;697;None;19690;2;274970
2009;1928;Above_Average;PConc;672;None;19950;3;235000
3672;1935;Above_Average;BrkTil;1836;None;19800;2;415000
1560;1962;Average;CBlock;1776;Stone;11679;2;182000
1488;1952;Average;Slab;0;BrkFace;12048;2;135000
1057;1955;Average;CBlock;1057;Stone;10519;1;137000
1855;1954;Above_Average;CBlock;994;None;9525;1;136900
1609;1953;Above_Average;CBlock;1000;None;9525;1;149900
1148;1952;Average;PConc;980;None;6420;1;123500
1124;1954;Average;Slab;0;None;8335;0;93000
1456;1948;Average;CBlock;810;None;7585;1;91500
1298;1985;Above_Average;CBlock;1298;BrkFace;11200;2;180000
2559;1989;Above_Average;CBlock;868;BrkFace;12128;2;209000
1911;1993;Very_Good;PConc;777;BrkFace;9554;2;215000
1440;1993;Above_Average;PConc;1344;None;9069;4;224500
1876;2005;Good;PConc;1308;None;11003;3;229800
1208;2005;Good;PConc;1208;None;7488;2;183600
1220;2006;Good;PConc;1199;Stone;7406;2;194000
1294;2006;Good;PConc;1286;None;6762;2;193879
1614;2005;Good;PConc;1614;BrkFace;11210;3;221500
1498;2006;Good;PConc;1498;None;8990;2;204900
1962;2006;Good;PConc;1391;None;8760;3;239799
1846;2006;Above_Average;PConc;1836;None;13377;2;233555
1734;2005;Good;PConc;1734;None;11645;2;260000
1590;2005;Very_Good;PConc;1570;BrkFace;11645;3;294900
1809;2005;Good;PConc;945;None;10984;2;209700
1614;2005;Good;PConc;1614;BrkFace;9316;2;225000
1596;2005;Good;PConc;784;BrkFace;9316;2;181000
1915;1992;Very_Good;PConc;908;None;10041;2;220000
1582;1964;Average;CBlock;1624;BrkCmn;36500;2;190000
988;1969;Above_Average;CBlock;938;None;21453;2;180000
1533;1975;Good;CBlock;1533;None;70761;2;280000
1388;1968;Above_Average;CBlock;1388;None;12000;2;158900
914;1996;Average;PConc;870;None;8846;2;148000
1100;1996;Average;PConc;1100;None;13015;2;145000
1499;1995;Above_Average;PConc;781;BrkFace;12438;2;187000
1425;1998;Good;PConc;1425;None;8685;2;193000
990;1995;Average;PConc;990;None;13568;2;156000
1525;2000;Good;PConc;1525;BrkFace;9100;2;235000
1494;1997;Above_Average;PConc;1479;None;9236;2;217000
1588;1999;Good;PConc;1588;BrkFace;10264;2;214000
1749;1999;Good;PConc;842;None;9272;2;196000
1779;1999;Good;PConc;951;None;13426;2;217000
1861;2002;Good;PConc;916;None;13450;2;200000
1776;2002;Good;PConc;936;BrkFace;14006;2;192500
1541;2001;Good;PConc;1541;BrkFace;13704;3;205000
954;1976;Average;CBlock;911;None;10780;2;132500
1388;1977;Above_Average;CBlock;675;BrkFace;8340;1;157500
1282;1978;Above_Average;CBlock;995;BrkFace;10385;3;174000
971;1969;Average;CBlock;971;None;9920;1;128500
864;1972;Average;CBlock;864;None;9560;1;128500
894;1972;Average;PConc;894;None;9800;2;149900
864;1972;Average;CBlock;864;None;7200;1;119900
1320;1993;Above_Average;PConc;630;None;3612;2;137000
1989;2002;Very_Good;PConc;1065;BrkFace;11367;2;255000
1762;2002;Good;PConc;826;BrkFace;9930;2;222000
1755;1999;Above_Average;PConc;840;BrkFace;9468;2;214000
1358;2002;Very_Good;PConc;1348;None;11088;2;220000
1787;2001;Very_Good;PConc;1753;BrkFace;14781;3;275000
1909;2002;Good;PConc;872;None;8726;2;197000
1654;2002;Good;PConc;1654;Stone;8125;3;230000
2214;1999;Very_Good;PConc;1090;BrkFace;10566;3;268500
2049;1996;Good;PConc;1065;None;21533;2;210900
1939;1998;Good;PConc;1054;BrkFace;11250;3;227000
1995;1995;Good;PConc;930;None;11250;2;237000
2097;1998;Good;PConc;1108;None;9750;2;274300
1836;2004;Good;PConc;1860;None;9100;2;216837
848;2003;Above_Average;PConc;848;BrkFace;4435;2;133000
848;2004;Above_Average;PConc;848;BrkFace;4435;2;155900
1919;2006;Very_Good;PConc;1079;None;15611;2;233230
1390;2003;Good;PConc;1390;None;8810;2;207000
1948;2004;Good;PConc;847;None;12393;2;195000
1700;2003;Above_Average;PConc;1682;BrkFace;9135;2;200000
1737;2006;Good;PConc;851;None;8581;2;203160
1611;2005;Good;PConc;784;None;8400;2;195800
1552;2005;Good;PConc;1552;BrkFace;10084;3;212900
1720;2004;Good;PConc;860;None;11645;2;196500
1336;2005;Good;PConc;1336;None;8772;2;198000
1500;2005;Above_Average;PConc;750;None;8846;2;173900
1456;2005;Above_Average;PConc;728;None;8461;2;163990
1310;2005;Good;PConc;1310;None;8767;2;164990
1436;1910;Below_Average;CBlock;676;None;8777;2;98000
1466;1959;Average;CBlock;1466;BrkFace;17755;2;149900
1220;1951;Below_Average;CBlock;836;None;8877;2;102000
1012;1975;Above_Average;CBlock;976;BrkFace;7840;0;127500
980;1975;Above_Average;CBlock;945;BrkFace;9400;0;127500
1176;1969;Average;CBlock;1176;None;16133;1;119900
1724;2003;Good;PConc;796;BrkFace;7162;2;196500
914;2002;Above_Average;PConc;914;None;8050;0;117250
2314;2003;Good;PConc;1150;None;11060;2;229000
1072;2005;Average;PConc;547;BrkFace;3675;2;145000
1072;2005;Above_Average;PConc;547;BrkFace;3675;2;140000
1072;2005;Above_Average;PConc;547;BrkFace;3675;2;142500
1709;2004;Good;PConc;970;Stone;2522;2;134000
1709;2004;Good;PConc;970;Stone;2522;2;130000
1709;2004;Above_Average;PConc;970;Stone;2522;2;130000
1709;2004;Good;PConc;970;Stone;2522;2;137500
1708;2004;Good;PConc;976;Stone;3363;2;130000
936;1948;Below_Average;CBlock;624;None;6956;1;97900
1338;1915;Above_Average;BrkTil;832;None;7822;2;92000
1669;1924;Below_Average;BrkTil;1093;None;8707;1;107000
1184;1910;Average;PConc;658;None;8410;0;81000
1221;1924;Average;BrkTil;784;None;9738;1;104900
864;1955;Average;CBlock;864;None;8172;2;115000
1482;1954;Below_Average;CBlock;954;BrkFace;16012;2;125000
1250;1918;Average;BrkTil;686;None;8248;1;116000
1414;1922;Below_Average;BrkTil;864;None;8248;0;83000
2230;1912;Below_Average;PConc;795;None;6204;1;118500
498;1922;Poor;BrkTil;498;None;8088;1;35000
1273;1910;Below_Average;BrkTil;616;None;11388;1;121000
1928;1916;Average;PConc;686;None;7082;0;160000
1595;1940;Above_Average;CBlock;940;None;8400;1;140000
1551;1938;Average;BrkTil;1058;None;10890;1;137000
1340;1945;Above_Average;CBlock;780;None;6430;1;128000
1479;1926;Good;BrkTil;624;None;7000;1;160000
1784;1914;Average;BrkTil;747;None;13132;1;138887
1510;1920;Above_Average;PConc;755;None;4899;1;149000
1522;1926;Average;BrkTil;1008;None;6000;0;102000
1636;1919;Good;BrkTil;818;None;9399;1;167000
1802;1920;Good;BrkTil;793;None;7588;1;200100
1465;1939;Average;CBlock;992;None;10164;1;131000
1288;1941;Average;CBlock;824;None;6191;1;112000
1717;1915;Good;BrkTil;756;None;9550;3;140000
1550;1920;Above_Average;PConc;817;None;21780;1;195000
1517;1929;Very_Good;PConc;792;None;11435;2;230000
1717;1940;Average;CBlock;901;None;12400;1;194000
1180;1922;Below_Average;BrkTil;700;None;11600;1;137500
2057;1936;Good;CBlock;1017;None;11500;1;250000
1671;1929;Good;BrkTil;1022;BrkFace;8170;2;218000
2345;1932;Above_Average;BrkTil;952;None;16560;2;239000
1609;1932;Good;BrkTil;637;None;12320;3;199500
1801;1930;Above_Average;PConc;697;None;14210;2;210000
1811;1956;Above_Average;PConc;1073;None;14115;2;230000
1647;1977;Average;CBlock;1430;BrkFace;12984;2;217500
2315;1950;Average;CBlock;1168;BrkFace;15600;1;257000
1336;1953;Average;CBlock;1165;BrkFace;15750;1;157000
1844;1969;Above_Average;CBlock;1844;BrkFace;16381;2;223000
976;1942;Average;CBlock;976;None;7288;1;102000
1285;1926;Above_Average;PConc;861;None;7000;2;145400
672;1925;Below_Average;BrkTil;432;None;8534;0;72000
641;1925;Below_Average;BrkTil;641;None;7030;1;85000
951;1936;Below_Average;BrkTil;951;None;8765;1;106500
1638;1957;Above_Average;CBlock;967;BrkFace;9060;1;139000
1336;1920;Below_Average;CBlock;637;None;11040;1;108000
729;1945;Fair;Slab;0;None;12366;0;51689
480;1949;Poor;CBlock;480;None;9000;1;35311
1396;1951;Average;CBlock;660;None;9000;0;115000
936;1916;Fair;PConc;216;None;8520;0;78000
1778;2005;Very_Good;PConc;1573;Stone;5748;2;375000
1646;2004;Very_Good;PConc;1594;Stone;3842;2;300000
1625;1979;Above_Average;CBlock;1625;None;23580;2;242500
1664;1978;Above_Average;CBlock;1664;None;8385;2;145000
1491;2001;Very_Good;PConc;1491;None;9116;2;209000
